Name,Address Line 1,Address Line 2,City,State,Postcode,Country,Phone,Email,URL,Visible,Filters,Hours ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Timezone,Marker ID,Type,Slug,Image,Facebook,X / Twitter,Instagram,Yelp,Full Address,Lat,Lng,StoreRocket ID,Field: Details,Field: Google maps link,Field: Item ID,Button: View restaurant
Wings and Rings,Wings and Rings,3434 South Halsted Street,Chicago,Illinois,60608,US,0 773-579-9464,,https://www.wingsandrings.com/locations/s-halsted-st-60608?utm_source=google&utm_medium=local&utm_campaign=google-local,0,"High chair, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Games available, Quick service, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-22:00,America/Chicago,,FALSE,wings-and-rings-chicago-illinois,,,,,,"3434 S Halsted St, Chicago, IL 60608, USA",41.8316161,-87.6462546,dJEOEDQapW,Pub with plenty of parking; Kids eat free :Mondays with a $10 minimum adult purchase.,https://maps.app.goo.gl/wfzfF1ozBZipfG6t9,66e40d8185ab9831825abe4d,https://thenugget.app/template/location/wings-and-rings-chicago-illinois
Frasca Pizzeria & Wine Bar,Frasca Pizzeria & Wine Bar,3358 North Paulina Street,Chicago,Illinois,60657,US,773-248-5222,,http://www.frascapizzeria.com/,1,"High chair, Baby change in women's room, Baby change in men's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Gluten free, Relaxed, Buzzy, Good for groups, Free kids meal, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-22:00,10:00-22:00,10:00-21:00,America/Chicago,,FALSE,frasca-pizzeria-wine-bar-chicago-illinois,https://assets.storerocket.io/uploads/users/WPJmQ5OJlv/images/frasca.png,,,,,"3358 N Paulina St, Chicago, IL 60657, USA",41.9432039,-87.6713328,ZpoVPnAE8D,"Italian restaurant serving salads, cheese and meat plates, pizzas, pastas, and mains. Kids under 12 eat free every day between 4-6pm with the purchase of an adult entree (1 adult entree = 2 free kids meals). Kids menu includes noodles, pizza, or grilled cheese. Brunch served on the weekend with American and Italian favorites. Kids eat free every day from 4pm-6pm with the purchase of an adult entree. Happy hour Monday-Thursday from 4-6 pm with food and drink specials. Patio is dog friendly. 📸 Frasca",https://maps.app.goo.gl/Eft7hFbivkGMxjdB7,66e40d8283c55315255643a5,https://thenugget.app/template/location/frasca-pizzeria-wine-bar-chicago-illinois
Crosby's Kitchen,Crosby's Kitchen,3455 North Southport Avenue,Chicago,Illinois,60657,US,773-883-2525,,http://www.crosbyschicago.com/,1,"High chair, Kids' menu, Wheelchair access, Outdoor seating, Playground nearby, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Dairy Free, Relaxed, Buzzy, Good for groups, Free kids meal, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,11:00-21:00,11:00-21:00,11:00-22:00,11:00-22:00,11:00-23:00,08:30-23:00,08:30-21:00,America/Chicago,,FALSE,crosby-s-kitchen-chicago-illinois,https://assets.storerocket.io/uploads/users/WPJmQ5OJlv/images/crosbys.png,,,,,"3455 N Southport Ave, Chicago, IL 60657, USA",41.9450902,-87.6637174,64KemPrq8g,"A Southport Corridor favorite, this family-friendly spot serves up Midwestern comfort food with a twist. Think rotisserie classics, crab toast, skillet cornbread, and the must-try monkey bread. Kids brunch includes: Pancake, French Toast, Cheesy Eggs, Fruit and Yogurt, Peanut Butter & Jelly, or Grilled Cheese. Kids dinner menu includes: Chicken Leg, Chicken Fingers, Peanut Butter & Jelly, Grilled Cheese, or Buttered Noodles. Kids eat free every day from 4pm-6pm with the purchase of an adult entree. Brunch served on Saturday and Sunday 8:30-3:00 pm. Combine with Wrigley Field or Juniper Park playground. 📸 Crosby's Kitchen",https://maps.app.goo.gl/rJJow4NsQmyzvqze6,66e40d838ea32e2a930b48ca,https://thenugget.app/template/location/crosby-s-kitchen-chicago-illinois
Moretti's Ristorante & Pizzeria,Moretti's Ristorante & Pizzeria,6727 North Olmsted Avenue,Chicago,Illinois,60631,US,773-631-1223,,https://www.morettisrestaurants.com/edison-park,1,"High chair, Baby change in women's room, Baby change in men's room, Kids' menu, Wheelchair access, Outdoor seating, Playground nearby, Small sharing plates, Vegetarian, Vegan, Dairy Free, Gluten free, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Teen favourite, Dog friendly, Friendly staff, Kids' colouring, Games available, Quick service, A/C",,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-22:00,10:30-22:00,10:30-21:00,America/Chicago,,FALSE,moretti-s-ristorante-pizzeria-chicago-illinois,https://assets.storerocket.io/uploads/users/WPJmQ5OJlv/images/morettis%20edison%20park.jpg,,,,,"6727 N Olmsted Ave, Chicago, IL 60631, USA",42.0028269,-87.8175636,o8xBRXDD4g,"Moretti’s has been a Chicago family favorite since 1992, now with 13 locations across the city. This family-owned spot is known for fresh, made-to-order Italian-American dishes and award-winning pizza. Kids menu is $8.99 and includes: cheese ravioli, mac & cheese, spaghetti, chicken fingers, burger, or pizza- they can make their own! Mondays pick up deal, half price pizza on Tuesdays, spaghetti Wednesdays, deep dish Thursdays, fish fry Fridays, and happy hour Monday-Friday from 3:00-6:00 pm. Check calendar for other events. Dogs are welcome on the patio. Cornhole game available on the patio. Combine with Monument Park playground or Edison (Thomas Alva) Park playground are just minutes away with Olympia Park and playground are 10 minutes away. 📸 Moretti's Ristorante and Pizzeria",https://maps.app.goo.gl/jjmehLpPWvL1gJNc9,66e40d83263f4387aa7ec182,https://thenugget.app/template/location/moretti-s-ristorante-pizzeria-chicago-illinois
The Perch Kitchen and Tap,The Perch Kitchen and Tap,1932 West Division Street,Chicago,Illinois,60622,US,773-486-2739,,http://www.perchchicago.com/,1,"High chair, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Relaxed, Buzzy, Good for groups, Free kids meal, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,11:30-21:00,11:30-21:00,11:30-21:00,11:30-22:00,11:30-23:00,10:00-23:00,10:00-21:00,America/Chicago,,FALSE,the-perch-kitchen-and-tap-chicago-illinois,,,,,,"1932 W Division St, Chicago, IL 60622, USA",41.9033570,-87.6762365,28ORLBdGJo,"A local favorite serving exclusive in-house brewed beers, wood-fired meats and veggies, and carefully crafted cocktails. Kids brunch menu served on weekends from  10 am - 3 pm includes: Pancake, Cheesy Eggs, or Grilled Cheese. Kids eat free every day from 4 pm - 6 pm, including main, drink, and vanilla ice cream. Choose from chicken leg, chicken fingers, grilled cheese, buttered noodles OR cheeseburger. Dog menu also available.",https://maps.app.goo.gl/sjcS1zu4jpZxYRht7,66e40d84f47c42a17ac00687,https://thenugget.app/template/location/the-perch-kitchen-and-tap-chicago-illinois
2d restaurant - Mochi Donuts and Fried Chicken,2d restaurant - Mochi Donuts and Fried Chicken,3155 North Halsted Street,Chicago,Illinois,60657,US,773-360-8484,,http://2d-restaurant.com/,1,"Baby change in unisex room, Kids' menu, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Dairy Free, Halal, Fun / Quirky, Relaxed, Good for groups, Takeaway, Teen favourite, Friendly staff, Kids' colouring, Quick service, A/C",,11:30-17:00,closed,closed,11:30-17:00,11:30-20:00,11:30-20:00,11:30-20:00,America/Chicago,,FALSE,2d-restaurant-mochi-donuts-and-fried-chicken-chicago-illinois,https://assets.storerocket.io/uploads/users/WPJmQ5OJlv/images/2d%20restaurant%20chicago.png,,,,,"3155 N Halsted St, Chicago, IL 60657, USA",41.9394609,-87.6489605,LJykvbwqpl,"Step into a hand-drawn, comic book–style restaurant serving up gourmet Asian treats like mochi donuts, salads, sides, Vietnamese coffee, boba tea, and fried chicken sandwiches. A Chicago favorite, 2d is as fun for photos as it is for food. Kids meal includes chicken tenders, teriyaki chicken rice, mac & cheese with strawberry, ube, or chocolate oreo milk available. Combine with The Briar Street Theater (where Blue Man Group performs), a 15-minute walk from Wrigley Field and Gallagher Way. Plenty of parking. 📸 2d Restaurant",https://maps.app.goo.gl/5shJWAFqokEhzpj38,66e40d8517d4152be41e6863,https://thenugget.app/template/location/2d-restaurant-mochi-donuts-and-fried-chicken-chicago-illinois
Superdawg Drive-In,Superdawg Drive-In,6363 North Milwaukee Avenue,Chicago,Illinois,60646,US,773-763-0660,,http://www.superdawg.com/,1,"High chair, Kids' menu, Wheelchair access, Outdoor seating, Tourist attraction nearby, Vegetarian, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Quick service, A/C",,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-02:00,11:00-02:00,11:00-01:00,America/Chicago,,FALSE,superdawg-drive-in-chicago-illinois,https://assets.storerocket.io/uploads/users/WPJmQ5OJlv/images/superdawg%20chicago.jpg,,,,,"6363 N Milwaukee Ave, Chicago, IL 60646, USA",41.9967817,-87.7870347,5J0WZaVq4B,"Drive in serving Superdawgs, burgers, chicken tenders, griled cheese, fish, fries, onion chips, shakes, and more. Seating also available inside and outside. Nearby Attractions: Caldwell Woods, Whelan Pool Aquatic Center, the North Branch Trail. 📸 Superdawg",https://maps.app.goo.gl/D2xuMUZk5vHfUxe68,66e40d8557ea9706b00d0386,https://thenugget.app/template/location/superdawg-drive-in-chicago-illinois
American Girl Place - Chicago,American Girl Place - Chicago,835 Michigan Avenue,Chicago,Illinois,60611,US,0 877-247-5223,,https://www.americangirl.com/pages/retail-chicago,0,"High chair, Kids' menu, Wheelchair access, Playground nearby, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Relaxed, Good for groups, Takeaway, Teen favourite, Friendly staff, Healthy, Kids' colouring, Games available, Kids' play space, Quick service, A/C",,11:00-18:00,10:00-18:00,10:00-18:00,11:00-18:00,11:00-18:00,10:00-19:00,11:00-18:00,America/Chicago,,FALSE,american-girl-place-chicago-chicago-illinois,,,,,,"835 Michigan Ave, Chicago, IL 60611, USA",41.8982095,-87.6237923,DJkE0X76pO,"Doll store and Restaurant. Nearby Attractions: Harry Potter: Magic at Play, Lego Store, Bubbles Academy, Lookingglass Theater, Oak Street Beach",https://maps.app.goo.gl/q3v7kPwKVj4QUNDbA,66e40d861974d4d441bd369a,https://thenugget.app/template/location/american-girl-place-chicago-chicago-illinois
The Dock at Montrose Beach,The Dock at Montrose Beach,200 West Montrose Harbor Drive,Chicago,Illinois,60640,US,773-704-8435,,http://www.thedockatmontrosebeach.com/,1,"High chair, Kids' menu, Wheelchair access, Outdoor seating, Playground nearby, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Dairy Free, Gluten free, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Teen favourite, Dog friendly, Friendly staff, Healthy, Kids' play space, Quick service, A/C",,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,America/Chicago,,FALSE,the-dock-at-montrose-beach-chicago-illinois,https://assets.storerocket.io/uploads/users/WPJmQ5OJlv/images/the%20dock%20at%20montrose%20beach.png,,,,,"200 W Montrose Harbor Dr, Chicago, IL 60640, USA",41.9648570,-87.6361500,287yzMDv4A,"This beachfront oasis is perfect for family summer fun with classic American fare favorites like grass-fed burgers, sandwiches, salads, Great Lakes white fish, and locally sourced produce. Kids meal includes: cheeseburger, hot dog, tenders, cheese quesadilla, or vegetables and ranch. Live music every night at 7 pm. Dogs welcome on a leash, with a dog's menu available. Outside seating only. Kids can play in the sand while parents eat! Public bathrooms available including a disabled toilet, but no changing table. Nearby Attractions: Montrose Beach, Playground or Dog Park, Lake Michigan.  📸 The Dock at Montrose Beach",https://maps.app.goo.gl/s2uoS2Lzi3PxBmdz8,66e40d8685ab9831825ac00e,https://thenugget.app/template/location/the-dock-at-montrose-beach-chicago-illinois
Sugar Factory Chicago River North,Sugar Factory Chicago River North,55 East Grand Avenue,Chicago,Illinois,60611,US,312-946-2002,,https://sf4.sugarfactory.com/river-north-il,1,"High chair, Wheelchair access, Fun / Quirky, Cosy, Relaxed, Good for groups, Takeaway, Friendly staff, Kids' colouring, Quick service, A/C",,16:00-23:00,16:00-23:00,16:00-23:00,16:00-23:00,16:00-23:00,11:00-23:00,11:00-23:00,America/Chicago,,FALSE,sugar-factory-chicago-river-north-chicago-illinois,https://assets.storerocket.io/uploads/users/WPJmQ5OJlv/images/sugar%20factory%20river%20north.png,,,,,"55 E Grand Ave, Chicago, IL 60611, USA",41.8915589,-87.6255728,x86Grq3Epy,"The Sugar Factory is one of Chicago’s most fun restaurants for kids and adults alike. The brasserie menu includes sandwiches, burgers, quesadillas, fajitas, tacos, salads, and more. Save room for desserts like old fashioned sundaes, cakes, and cookie skillets.  📸 Sugar Factory",https://maps.app.goo.gl/bkCcCS6jWrbkJGi87,66e40d87e9d6ea4ba77a1a55,https://thenugget.app/template/location/sugar-factory-chicago-river-north-chicago-illinois
Ed Debevic's,Ed Debevic's,159 East Ohio Street,Chicago,Illinois,60611,US,312-374-8497,,https://www.eddebevics.com/,1,"High chair, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Friendly staff, Quick service, A/C",,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,America/Chicago,,FALSE,ed-debevic-s-chicago-illinois,https://assets.storerocket.io/uploads/users/WPJmQ5OJlv/images/Ed%20Debevics.png,,,,,"159 E Ohio St, Chicago, IL 60611, USA",41.8923119,-87.6232079,0pjYXk2Q86,"Chicago's retro-themed diner since 1984, serving big burgers, jumbo dogs, cheese fries, shakes, and sundaes, served with a side of sass! The costumed servers dish out snarky jokes and even break into choreographed dances on the counters, making it a meal full of laughs and surprises. Kids menu includes pancakes or eggs for breakfast; and for burgers, grilled cheese, chicken tenders, or hot dogs for lunch and dinner. Combine with Museum Of Contemporary Art or  Bennett Park playground, or a short bus ride to the Chicago Children's Museum.  📸  Ed Debevic’s",https://maps.app.goo.gl/Upavn4ACKbdJEZFs8,66e40d878eb91179f8178399,https://thenugget.app/template/location/ed-debevic-s-chicago-illinois
JoJo's Shake Bar -River North,JoJo's Shake Bar -River North,23 West Hubbard Street,Chicago,Illinois,60654,US,312-624-8963,,https://www.jojosshakebar.com/,1,"High chair, Kids' menu, Wheelchair access, Outdoor seating, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Dairy Free, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Games available, Quick service, A/C",,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-00:00,11:00-00:00,11:00-22:00,America/Chicago,,FALSE,jojo-s-shake-bar-river-north-chicago-illinois,https://assets.storerocket.io/uploads/users/WPJmQ5OJlv/images/jojos%20shake%20chicago.png,,,,,"23 W Hubbard St, Chicago, IL 60654, USA",41.8899350,-87.6289846,B8eA5D5E89,"A cafe-bar with whimsical decor for loaded shakes, arcade games, and a walk up window for those on the go. The menu includes sandwiches, salads, brunch and supper favorites. The $10 kids meal includes chicken tenders, grilled cheese, smash burger, mini hot dogs, turkey sandwich, or mac & cheese. Be sure to save room for dessert like a cookie flight, shakes, floats, and frozen bars. Games available on outside terrace. Combine with the Chicago Theatre, House of Blues, or a walk on the river. Paid Parking. 📸 JoJo's",https://maps.app.goo.gl/meRJoUsKab9FZrD37,66e40d88c0a294f4a7f29ae8,https://thenugget.app/template/location/jojo-s-shake-bar-river-north-chicago-illinois
Inamo Covent Garden,Inamo Covent Garden,11-14 Hanover Place,London,England,WC2E 9JP,GB,#ERROR!,,http://www.inamo-restaurant.com/our-venues/inamo-covent-garden,1,"High chair, Baby change in unisex room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Dairy Free, Fun / Quirky, Relaxed, Good for groups, Friendly staff, Healthy, Games available, Quick service, A/C",,16:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-22:30,11:00-23:30,12:00-21:00,Europe/London,,FALSE,inamo-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f902f024a12f1cbc3f5c9_inamo_covent_garden_first_floor.900x0.jpeg,,,,,"11-14 Hanover Pl, London WC2E 9JP, UK",51.5134885,-0.1232602,5J0BwNVDpB,Asian fusion with interactive tables and karoake rooms available. Another location in Soho.  📸 Inamo,https://maps.app.goo.gl/km8m7FYyDxXHSdj49,66e40d89e724f7948d292e95,https://thenuggetapp.webflow.io/template/location/inamo-covent-garden-london-england
Cafe Murano St James,Cafe Murano St James,33 Saint James's Street,London,England,SW1A 1HD,GB,0 20 3371 5559,,https://www.cafemurano.co.uk/restaurants/st-james-restaurant/,1,"High chair, Baby change in unisex room, Small sharing plates, Vegetarian, Vegan, Buzzy, Posh, Good for groups, Friendly staff, Healthy, A/C",,"12:00-14:45,17:00-22:30","12:00-15:00,17:00-22:30","12:00-15:00,17:00-22:30","12:00-15:00,17:00-22:30","12:00-15:00,17:00-22:30",12:00-22:30,12:00-16:30,Europe/London,,FALSE,cafe-murano-st-james-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f90305a35713007ed9790_cafe%2520murano%2520St-James-landing-page-header-1800x1024-1.jpeg,,,,,"33 St James's St, London SW1A 1HD, UK",51.5072148,-0.1396488,zpBPrmQKJv,"Angela Hartnett’s group of Italian restaurants with seasonal fare. Other locations at Marylebone, Covent Garden, and Bermondsey. Lunch and theatere menu available- 2 courses £25 - 3 courses £30 / served Monday - Saturday from 12pm-3pm and 5pm-7pm; Cash not accepted. 📸 Cafe Murano",https://maps.app.goo.gl/H6ygLz65UdXqmoxu6,66e40d8ae98e4eeeb478e5bd,https://thenugget.app/template/location/cafe-murano-st-james-london-england
Caravan Covent Garden,Caravan Covent Garden,30-35 Drury Lane,London,England,WC2E 9NA,GB,0 20 3955 8500,,https://caravanandco.com/pages/covent-garden,1,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,09:00-22:30,10:00-21:30,Europe/London,,FALSE,caravan-covent-garden-restaurant-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66eb1c02352bd25929b84b7d_Caravan_CG_Interiors_924.webp,,,,,"30-35 Drury Ln, London WC2E 9NA, UK",51.5148989,-0.1227191,b4n9vPozpy,"Breakfast, brunch and all-day dining with their own Caravan Roasted Coffee. Small plates, grains, bowls, pizzas, and mains. 7 locations around London. 📸 Caravan",https://maps.app.goo.gl/PedQDBoeiXReQxcX7,66eb23518df3b8bbdbe2978c,https://thenugget.app/template/location/caravan-covent-garden-restaurant-london-england
Dishoom Battersea,Dishoom Battersea,42 Electric Boulevard,London,England,SW11 8BJ,GB,0 20 7420 9327,,https://www.dishoom.com/battersea/,1,"High chair, Baby change in unisex room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Buzzy, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-00:00,09:00-00:00,09:00-23:00,Europe/London,,FALSE,dishoom-battersea-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f9031c3162c909d31fa4d_Dishoom%2520Battersea.png,,,,,"Upper Ground Floor, 42 Electric Blvd, Nine Elms, London SW11 8BJ, UK",51.4801526,-0.1448198,rpXXMwWVpB,Buzzy destination for Indian street food in Bombay-style decor with 7 locations around London.  📸 Dishoom,https://maps.app.goo.gl/op1L5jZd2qKj1Vnb6,66e40d92b51e2c0f76673f80,https://thenugget.app/template/location/dishoom-battersea-london-england
Dishoom Canary Wharf,Dishoom Canary Wharf,13 Water Street,London,England,E14 5GX,GB,0 20 7420 9326,,https://www.dishoom.com/canary-wharf/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,09:00-00:00,09:00-00:00,09:00-23:00,Europe/London,,FALSE,dishoom-canary-wharf-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f903274b56efd6a24397b_Dishoom%2520canary%2520wharf.png,,,,,"13 Water St, London E14 5GX, UK",51.5031242,-0.0135691,LJyGBK9qpl,Buzzy destination for Indian street food in Bombay-style decor with 7 locations around London.  📸 Dishoom,https://maps.app.goo.gl/Biyo5k2UPqYSyacu7,66e40d932a365b8695eb1ebe,https://thenugget.app/template/location/dishoom-canary-wharf-london-england
Dishoom King's Cross,Dishoom King's Cross,5 Stable Street,London,England,N1C 4AB,GB,0 20 7420 9321,,https://www.dishoom.com/kings-cross?utm_source=google&utm_medium=organic&utm_campaign=Yext&utm_content=D3-KingsCross&y_source=1_MjMwNDkyMDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,08:00-23:00,08:00-23:00,08:00-23:00,08:00-00:00,08:00-00:00,09:00-00:00,09:00-23:00,Europe/London,,FALSE,dishoom-king-s-cross-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f903327e5e1298d3c2fd3_Dishoom%2520kings%2520cross.png,,,,,"5 Stable St, London N1C 4AB, UK",51.5362070,-0.1254990,5J0BwdDqpB,Buzzy destination for Indian street food in Bombay-style decor with 7 locations around London. 📸 Dishoom,https://maps.app.goo.gl/Aq7K9Yqr1MP6admQ8,66e40d943e9c64f62122573e,https://thenugget.app/template/location/dishoom-king-s-cross-london-england
The Breakfast Club on Berwick Street,The Breakfast Club on Berwick Street,11 Berwick Street,London,England,W1F 0PL,GB,0 20 3727 5543,,https://thebreakfastclubcafes.com/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Teen favourite, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,07:30-15:00,07:30-15:00,07:30-15:00,07:30-15:00,07:30-15:00,07:30-17:00,07:30-16:00,Europe/London,,FALSE,the-breakfast-club-on-berwick-street-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f903555a7b4a334d08457_breakfast%2520club%2520soho.png,,,,,"11 Berwick St, London W1F 0PL, UK",51.5133551,-0.1345708,DJkw5Gr6JO,Classic American breakfast favourites with a cool vibe and friendly staff. 11 locations around London. 📸 The Breakfast Club,https://maps.app.goo.gl/bxsaQQfKYLrAqnq5A,66e40d959d081c7993bfb656,https://thenugget.app/template/location/the-breakfast-club-on-berwick-street-london-england
The Breakfast Club Soho,The Breakfast Club Soho,33 D'Arblay Street,London,England,W1F 8EU,GB,0 20 7434 2571,,https://thebreakfastclubcafes.com/on-berwick/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,07:30-15:00,07:30-15:00,07:30-15:00,07:30-15:00,07:30-15:00,07:30-16:00,07:30-16:00,Europe/London,,FALSE,the-breakfast-club-soho-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f90369e0cc91ebd9fdd77_BC%2520-%2520Soho-Resized-Main-Tile.jpeg,,,,,"33 D'Arblay St, London W1F 8EU, UK",51.5147408,-0.1354020,x86NDEmE8y,Classic American breakfast favourites with a cool vibe and friendly staff. 11 locations around London. 📸 The Breakfast Club,https://maps.app.goo.gl/oGMQHSTvVaptw2Xa6,66e40d9617d4152be41e6bca,https://thenugget.app/template/location/the-breakfast-club-soho-london-england
The Breakfast Club Seven Dials,The Breakfast Club Seven Dials,55 Neal Street,London,England,WC2H 9PJ,GB,0 20 3958 2091,,https://thebreakfastclubcafes.com/seven-dials/,1,"High chair, Baby change in unisex room, Kids' menu, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,07:30-15:00,07:30-15:00,07:30-15:00,07:30-15:00,07:30-15:00,07:30-17:00,07:30-16:00,Europe/London,,FALSE,the-breakfast-club-seven-dials-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f9037024a12f1cbc3fd86_Breakfast-Club-Neal-Street.jpeg,,,,,"55 Neal St, London WC2H 9PJ, UK",51.5146871,-0.1262875,Q8dA9eoVpr,Classic American breakfast favourites with a cool vibe and friendly staff. 11 locations around London. 📸 The Breakfast Club,https://maps.app.goo.gl/MtiE9HsLpXaxwzZy9,66e40d976193c7cf31e2001b,https://thenugget.app/template/location/the-breakfast-club-seven-dials-london-england
The Breakfast Club Old Compton Street,The Breakfast Club Old Compton Street,18 Old Compton Street,London,England,W1D 4TN,GB,,,https://thebreakfastclubcafes.com/soho-old-compton-street/,1,"High chair, Baby change in unisex room, Kids' menu, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,07:30-15:00,07:30-15:00,07:30-15:00,07:30-15:00,07:30-22:00,07:30-22:00,07:00-17:00,Europe/London,,FALSE,the-breakfast-club-old-compton-street-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66faa1ce26570e2a30920da3_BC%2520old%2520compton.jpeg,,,,,"18 Old Compton St, London W1D 4TN, UK",51.5136525,-0.1302735,y8GL9eQPpr,Classic American breakfast favourites with a cool vibe and friendly staff. 11 locations around London. 📸 The Breakfast Club,https://maps.app.goo.gl/WYjqFUkq6gm1FiW4A,66e40d982683322de46ee4e9,https://thenugget.app/template/location/the-breakfast-club-old-compton-street-london-england
The Breakfast Club Spitalfields,The Breakfast Club Spitalfields,12-16 Artillery Lane,London,England,E1 7LS,GB,0 20 7078 9633,,https://thebreakfastclubcafes.com/spitalfields/,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,07:30-15:00,07:30-15:00,07:30-21:30,07:30-21:30,07:30-21:30,07:30-21:30,07:30-17:00,Europe/London,,FALSE,the-breakfast-club-spitalfields-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f9038024a12f1cbc3fe31_BC%2520spitalfields.jpeg,,,,,"12-16 Artillery Ln, London E1 7LS, UK",51.5183691,-0.0788149,rJqjRZal8q,Classic American breakfast favourites with a cool vibe and friendly staff. 11 locations around London. 📸 The Breakfast Club,https://maps.app.goo.gl/RhHWnhbRjZYqo7fM6,66e40d9ad3ef4aba0fe74413,https://thenugget.app/template/location/the-breakfast-club-spitalfields-london-england
