Name,Address Line 1,Address Line 2,City,State,Postcode,Country,Phone,Email,URL,Visible,Filters,Hours ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Timezone,Marker ID,Type,Slug,Image,Facebook,X / Twitter,Instagram,Yelp,Full Address,Lat,Lng,StoreRocket ID,Field: Details,Field: Google maps link,Field: Item ID,Button: View restaurant
Monmouth Coffee Company,Monmouth Coffee Company,27 Monmouth Street,London,England,WC2H 9EU,GB,0 20 7232 3010,,https://www.monmouthcoffee.co.uk/shops/,1,"Baby change in women's room, Outdoor seating, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Quick service, A/C",,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,closed,Europe/London,,FALSE,monmouth-coffee-company-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f9bc5aa4d46dad04693_monmouth.jpeg,,,,,"27 Monmouth St, London WC2H 9EU, UK",51.5143891,-0.1268041,Z4wZYGkLpP,"Amazing coffee and pastries; card payment only;  no longer use paper cups for takeaway coffee. You can have coffee to stay in ceramic, to takeaway in your own reusable, or to takeaway in one of their reusable cups available for purchase.",https://maps.app.goo.gl/VeuH7ed5UurXQhQE6,66e40ca832f01adb4431dfaf,https://thenugget.app/template/location/monmouth-coffee-company-london-england
Udderlicious Covent Garden,Udderlicious Covent Garden,24 Earlham Street,London,England,WC2H 9LN,GB,0 20 7836 2527,,http://www.udderlicious.co.uk/,1,"Baby change in women's room, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Healthy, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,Europe/London,,FALSE,udderlicious-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f9cde1265dbc0575302_udderlicious.png,,,,,"24 Earlham St, London WC2H 9LN, UK",51.5136044,-0.1274120,N4Q6RymoJO,Udderlicious ice cream and ice cream cakes (2 day pre-order). Other locations in Islington and Crouch End. 📸 Udderlicious,https://maps.app.goo.gl/nQtCea6oSWVSEaS1A,66e40ca93322a38c351a9cd6,https://thenugget.app/template/location/udderlicious-covent-garden-london-england
La Gelatiera - Covent Garden,La Gelatiera - Covent Garden,27 New Row,London,England,WC2N 4LA,GB,0 20 7836 9559,,http://www.lagelatiera.co.uk/index.html,1,"Baby change in women's room, Outdoor seating, Fun / Quirky, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Quick service, A/C",,13:00-22:30,13:00-22:30,13:00-22:30,13:00-22:30,13:00-23:30,12:00-23:30,12:00-22:30,Europe/London,,FALSE,la-gelatiera-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f9d9bf75b70961a181f_La%2520Gelatiera%2520-%2520Covent%2520Garden.png,,,,,"27 New Row, London WC2N 4LA, UK",51.5111360,-0.1267820,ZpoVOyal8D,"Delicious gelato, hot chocolate, and coffee.",https://maps.app.goo.gl/c9EPCdGaJcCQdXK47,66e40caaf5ad5d18e8bc5cbf,https://thenugget.app/template/location/la-gelatiera-covent-garden-london-england
Gelatorino,Gelatorino,2 Russell Street,London,England,WC2B 5JD,GB,0 20 7240 0746,,https://gelatorino.com/covent-garden-london,1,"Baby change in women's room, Outdoor seating, Vegetarian, Vegan, Dairy Free, Gluten free, Fun / Quirky, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,10:00-20:00,Europe/London,,FALSE,gelatorino-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f9d3697913c5b48f93d_Gelatorino-Covent%2BGarden-2.jpeg,,,,,"2 Russell St, London WC2B 5JD, UK",51.5126805,-0.1208744,64KexYaY8g,"Italian gelato, coffee, cake, pastries, and more. Another location in Richmond. 📸 Gelatorino",https://maps.app.goo.gl/LvXwyvhgNN8Zm4cV7,66e40cabf5ad5d18e8bc5d1e,https://thenugget.app/template/location/gelatorino-london-england
Ruby Violet,Ruby Violet,3 Wharf Road,London,England,N1C 4BZ,GB,0 1908 109018,,https://rubyviolet.co.uk/pages/kings-cross-parlour,1,"Baby change in women's room, Wheelchair access, Outdoor seating, Cosy, Relaxed, Dog friendly, Friendly staff, Quick service, A/C",,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,11:30-22:00,11:30-22:00,11:30-21:00,Europe/London,,FALSE,ruby-violet-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f9e27e5e1298d3bb16a_Screenshot%25202024-07-11%2520033401.png,,,,,"Midland Goods Shed, 3 Wharf Rd, London N1C 4BZ, UK",51.5357509,-0.1233409,28OR3DxxJo,"Natural ice cream, vegan sorbets, artisan coffee, and signature cocktails. Try the Ice Cream Afternoon Tea experience and one of the best hot chocolates in London! Pre-order cakes. 📸 Ruby Violet ",https://maps.app.goo.gl/D1TBbR9fNNBaGiMw5,66e40cacb3feac1215e5ad77,https://thenugget.app/template/location/ruby-violet-london-england
Searcys at The Gherkin,Searcys at The Gherkin,30 Saint Mary Axe,London,England,EC3A 8BF,GB,0 330 107 0816,,http://searcysatthegherkin.co.uk/,1,"Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Relaxed, Posh, Good for groups, Healthy, Quick service, A/C",,closed,12:30-21:00,12:30-21:00,12:30-21:30,12:30-21:30,12:30-21:30,closed,Europe/London,,FALSE,searcys-at-the-gherkin-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f9f5ddbb5a45cf96ecb_searcys%2520Ultimate-Provence-Afternoon-Tea_.png,,,,,"The Gherkin, 30 St Mary Axe, London EC3A 8BF, UK",51.5145513,-0.0803523,PJmQKyVOJl,A special day out for the whole family with sky-high Afternoon Tea and contemporary dining in The Gerkin building. 📸 Searcys,https://maps.app.goo.gl/Ypbticht9mVixW3t6,66e40cad3e97f18c2575c99c,https://thenugget.app/template/location/searcys-at-the-gherkin-london-england
CuppaPug,CuppaPug,Arbutus Street,London,England,E8 4DT,GB,0 7463 567890,,https://www.cuppapug.com/,1,"Baby change in women's room, Wheelchair access, Fun / Quirky, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, A/C",,closed,closed,closed,11:00-19:00,11:00-19:00,11:00-19:00,11:00-18:00,Europe/London,,FALSE,cuppapug-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fa027e5e1298d3bb338_cuppapug.png,,,,,"5, Ability Plaza, Arbutus St, London E8 4DT, UK",51.5389770,-0.0760048,gprA3yKE8X,"Bring your own pug! Anyone can enjoy pug themed coffee, cakes, and cocktails. 1 hour booking £15 per person. Children under 5 go free. 📸 CuppaPug",https://maps.app.goo.gl/VGwK5u5KsSuZAoGw9,66e40caea875d76188ced78a,https://thenugget.app/template/location/cuppapug-london-england
Verve London Pet Boutique & Cafe,Verve London Pet Boutique & Cafe,179 Westbourne Grove,London,England,W11 2SB,GB,0 20 7229 1348,,https://verve-london.com/pages/cafe-menu,0,"Baby change in women's room, Outdoor seating, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Healthy, Games available, Quick service, A/C",,10:00-18:00,10:00-18:00,10:00-18:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-20:00,Europe/London,,FALSE,verve-london-pet-boutique-cafe-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"179 Westbourne Grove, London W11 2SB, UK",51.5145607,-0.1979192,DJ365GvR4m,"Since 1984, pet cafe bar, boutiqe, grooming parlour and hotel. Full menu with hot food, salad, sandwiches, sweets, cakes, coffee and alcholic beverages.",https://maps.app.goo.gl/GBSxqwdZE2HMy8u59,66e40cafe9d6ea4ba7791d97,https://thenugget.app/template/location/verve-london-pet-boutique-cafe-london-england
Paws For Coffee,Paws For Coffee,41 High Street,Hampton,England,TW12 1NB,GB,0 20 8979 8010,,http://www.pawsforcoffee.co.uk/,1,"Baby change in women's room, Wheelchair access, Outdoor seating, Vegetarian, Vegan, Gluten free, Fun / Quirky, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, A/C",,08:30-15:30,08:30-15:30,08:30-15:30,08:30-15:30,08:30-15:30,08:30-15:30,09:00-15:30,Europe/London,,FALSE,paws-for-coffee-hampton-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fa1438791db5c8f416d_paws%2520for%2520coffee.jpeg,,,,,"41 High St, Hampton Hill, Hampton TW12 1NB, UK",51.4240814,-0.3583691,yJznAPeRJ6,A menu for humans and a menu for dogs! Combine with a walk in the park to the nearby Upper Lodge Water Gardens. 📸 Paws for Coffee,https://maps.app.goo.gl/9bctCnubqc6te4Tz8,66e40cb04ba74f31a8fe2e9c,https://thenugget.app/template/location/paws-for-coffee-hampton-england
Love my Human Townhouse,Love my Human Townhouse,330 King's Road,London,England,SW3 5UR,GB,0 20 7293 0833,,https://lovemyhuman.co.uk/pages/cafe,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,10:00-17:00,Europe/London,,FALSE,love-my-human-townhouse-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fa2438791db5c8f4192_LMH_TOWNHOUSE_Birthday_76786f1b-d31b-4ad1-8fb8-0f79e447c160.jpeg,,,,,"330 King's Rd, London SW3 5UR, UK",51.4854281,-0.1742510,X8Rjeyr68A,"A chic dog friendly cafe, daycare, and wellness centre for dogs. Serving all day breakfast with favorites like a Full English Breakfast and Brioche French Toast, as well as lunch favorites like jacket potatoes, bagels, sandwiches and more. Kids meals start at £7.50. 📸 Love my Human Townhouse",https://maps.app.goo.gl/n8czByxVgDaogYxa8,66e40cb14ba74f31a8fe3073,https://thenugget.app/template/location/love-my-human-townhouse-london-england
Pawsitive Cafe,Pawsitive Cafe,52 Westbourne Grove,London,England,W2 5SH,GB,,,https://pawsitivecafe.com/,1,"Baby change in women's room, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,closed,09:30-18:30,09:30-18:30,09:30-18:30,09:30-18:30,09:30-18:30,09:30-18:30,Europe/London,,FALSE,pawsitive-cafe-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fa2b95477c063f837e8_PASWSITIVE_INT_17.jpeg,,,,,"52 Westbourne Grove, London W2 5SH, UK",51.5154855,-0.1916844,68MKmo1149,"Dog cafe good for humans and their dogs, combining their passion for mental health and animals. Bring your own dog or meet the other furry guests. Restaurant is not wheelchair accessible but has a wheelchair-accessible toilet.",https://maps.app.goo.gl/BQcEcZfEMfpRUxbu9,66e40cb3b3feac1215e5b80c,https://thenugget.app/template/location/pawsitive-cafe-london-england
Big City Dog,Big City Dog,212 Kensington High Street,London,England,W8 6SA,GB,0 20 7998 4434,,https://bigcitydog.co.uk/dog-caf%C3%A9-pup-love,1,"Baby change in women's room, Outdoor seating, Fun / Quirky, Relaxed, Good for groups, Dog friendly, Friendly staff, Quick service, A/C",,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,10:00-18:00,09:00-18:00,Europe/London,,FALSE,big-city-dog-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66ebf8bc7b2cfbf08821674c_big%2520city%2520dog.webp,,,,,"212 Kensington High St, London W8 6SA, UK",51.4994548,-0.1979470,k8P7zOxKJb,"Dog shop and cafe that serves cold and hot drinks, pastries, with pupuccinos and biscuits for dogs. Standard booking is £15 for 45 minutes. Free for kids under 3 years old. 📸 Big City Dog",https://maps.app.goo.gl/fia6YPZWafZhjc7d8,66e40cb4b72f9ee32d93bbb8,https://thenugget.app/template/location/big-city-dog-london-england
King's Dog Daycare,King's Dog Daycare,173 Fulham Road,London,England,SW3 6JW,GB,0 7354 005692,,https://www.kings.london/,1,"Baby change in women's room, Outdoor seating, Tourist attraction nearby, Fun / Quirky, Relaxed, Good for groups, Dog friendly, Friendly staff, Quick service, A/C",,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,07:00-17:00,closed,closed,Europe/London,,FALSE,king-s-dog-daycare-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66faa126e82715654c74ce55_kings%2520dog%2520care.png,,,,,"173 Fulham Rd., London SW3 6JW, UK",51.4916826,-0.1718239,MJbZPjKQJX,Doggy day care with a cafe! Less than a 10 minute walk to the Natural History Musuem and the V&A Musuem. 📸 King's Dog Daycare,https://maps.app.goo.gl/JD4kzp6n3fhhhZGA6,66e40cb5263f4387aa7db7df,https://thenugget.app/template/location/king-s-dog-daycare-london-england
Hard Rock Cafe Piccadilly Circus,Hard Rock Cafe Piccadilly Circus,undefined,London,England,W1J 9HR,GB,0 20 7287 4600,,https://cafe.hardrock.com/piccadilly-circus/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Vegetarian, Vegan, Fun / Quirky, Relaxed, Buzzy, Good for groups, Friendly staff, Healthy, Quick service, A/C",,09:00-22:00,11:30-22:00,11:30-22:00,11:30-22:00,09:00-00:00,09:00-00:00,09:00-22:00,Europe/London,,FALSE,hard-rock-cafe-london-piccadilly-circus-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fa59d18ec19db7e4fc9_Hard%2520Rock%2520Cafe%2520Piccadilly%2520-%2520Bar%2520Area%25201.jpeg,,,,,"225-229 Piccadilly Criterion, Building, St. James's, London W1J 9HR, UK",51.5099503,-0.1337223,dJEOVkROpW,Hard Rocks flagship property. Iconic restaurant serving Americana food with live music and the world’s largest Rock Shop at Hard Rock Cafe Piccadilly Circus! Walk ins only. 📸 Hard Rock,https://maps.app.goo.gl/xAgCEEWwkMGR3gpd7,66e40cb9e2dee69247aba4be,https://thenugget.app/template/location/hard-rock-cafe-london-piccadilly-circus-london-england
Santo Remedio - Cocina Mexicana London Bridge,Santo Remedio - Cocina Mexicana London Bridge,152 Tooley Street,London,England,SE1 2TU,GB,0 20 7403 3021,,https://www.santoremedio.co.uk/londonbridge,1,"High chair, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, A/C",,17:00-22:30,17:00-22:30,12:00-22:30,12:00-23:00,12:00-23:00,12:00-23:00,12:00-21:00,Europe/London,,FALSE,santo-remedio-cocina-mexicana-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fa62caa58ab19548a7b_santo%2520remedio%2520london%2520bridge.png,,,,,"152 Tooley St, London SE1 2TU, UK",51.5036308,-0.0809753,ZJWZAvPY40,"Mexican restaurant with tostados, tacos, specialties, and a weekend bottomless brunch. Pre-theatre menu available Monday - Saturday 5.00pm - 6.30pm. Bottomless brunch on Saturdays & Sundays from 12-4 pm. Other locations in Marylebone andShoreditch. 📸 Santo Remedio",https://maps.app.goo.gl/yTpuXxuuW8LPutvS9,66e40cbe991e1a63765e8777,https://thenugget.app/template/location/santo-remedio-cocina-mexicana-london-england
El Pastor,El Pastor,7A Stoney Street,London,England,SE1 9AA,GB,0 20 7440 1450,,https://www.tacoselpastor.co.uk/,1,"High chair, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,"12:00-15:00,17:00-23:00","12:00-15:00,17:00-23:00","12:00-15:00,17:00-23:00","12:00-15:00,17:00-23:00","12:00-15:00,17:00-23:00","12:00-16:00,18:00-23:00","12:00-15:00,17:00-22:00",Europe/London,,FALSE,el-pastor-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fa8c5aa4d46dad05381_tacos%2520el%2520pastor.png,,,,,"7A Stoney St, London SE1 9AA, UK",51.5052687,-0.0911635,N49e61Nd4G,"The orginial location, serving tacos al pastor & other Mexican–inspired food & drinks served in buzzy, colourful restaurant. Cash not accepted. 4 locations around London. 📸 Tacos El Pastor",https://maps.app.goo.gl/42qcwWZvSj1UHdMG9,66e40cc03e97f18c2575e3f8,https://thenugget.app/template/location/el-pastor-london-england
Masala Zone Covent Garden,Masala Zone Covent Garden,48 Floral Street,London,England,WC2E 9DA,GB,0 20 7379 0101,,https://www.masalazone.com/menus/covent-garden/kids-menu/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Posh, Good for groups, Takeaway, Friendly staff, Healthy, A/C",,12:00-22:00,12:15-22:00,12:00-22:00,12:00-22:30,12:30-23:00,12:30-23:00,12:30-22:00,Europe/London,,FALSE,masala-zone-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fa8a7b3cf98b6f5a5bd_masala%2520zone.jpeg,,,,,"48 Floral St, London WC2E 9DA, UK",51.5133413,-0.1228638,w8VB5eEd8a,Indian food with a buzzy vibe. Kids menu from £8.35 for kids under 7. Cash not accepted. 4 locations around London. 📸 Masala Zone,https://maps.app.goo.gl/bs6MppTT8rysDWDJ6,66e40cc14bbe52ae3ba48456,https://thenugget.app/template/location/masala-zone-covent-garden-london-england
Benihana Covent Garden,Benihana Covent Garden,31 Maiden Lane,London,England,WC2E 7JS,GB,0 20 7494 2525,,https://www.benihanainternational.com/site/media/Kids_Menu_jul_24.pdf,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Relaxed, Buzzy, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,"12:00-15:00,17:00-22:00","12:00-15:00,17:00-22:00","12:00-15:00,17:00-22:00","12:00-15:00,17:00-22:00","12:00-15:00,17:00-22:00","12:00-15:00,17:00-22:00","12:00-15:00,17:00-22:00",Europe/London,,FALSE,benihana-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8faa091321a63ede3ed1_benihana.png,,,,,"31 Maiden Ln, London WC2E 7JS, UK",51.5106970,-0.1233850,gpaAM6YOpZ,International Japanese Teppanyaki with a fun experience for the whole family. Kids meals from £13.75 and up. Cash not accepted. Reservations recommended. 📸 Benihana,https://maps.app.goo.gl/PCtPen4YHScgL62f7,66e40cc332f01adb4431ffcc,https://thenugget.app/template/location/benihana-covent-garden-london-england
Golden Dragon (Chinatown),Golden Dragon (Chinatown),28-29 Gerrard Street,London,England,W1D 6JW,GB,0 20 7734 1073,,http://www.gdlondon.co.uk/,1,"High chair, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-22:30,12:00-23:00,12:00-23:00,11:00-22:30,11:00-22:30,Europe/London,,FALSE,golden-dragon-chinatown-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fabf2a2c4bea4ccac0c_golden%2520dragon.jpeg,,,,,"28-29 Gerrard St, London W1D 6JW, UK",51.5114322,-0.1316320,B4LeOQXZJe,Authentic Chinese food including traditional Dim Sum and Cantonese dishes. Great for a pre or post theatre meal. Cash not accepted. 📸 Golden Dragon,https://maps.app.goo.gl/ZQpsqPoFsZcjxfjk8,66e40cc479566cf6680a8aaf,https://thenugget.app/template/location/golden-dragon-chinatown-london-england
Sticky Mango Tower Bridge,Sticky Mango Tower Bridge,36c Shad Thames,London,England,SE1 2YE,GB,0 20 7928 4554,,https://static1.squarespace.com/static/638f488a30bb255b0c725a03/t/65fc5bd90b55d55a58c1543a/1711037404361/Sticky+Mango+Children%27s+Menu.pdf,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Buzzy, Posh, Good for groups, Dog friendly, Friendly staff, Healthy, A/C",,17:00-22:30,"12:00-14:30,17:00-22:30","12:00-14:30,17:00-22:30","12:00-14:30,17:00-22:30","12:00-14:30,17:00-23:00",12:00-22:30,12:00-21:00,Europe/London,,FALSE,sticky-mango-tower-bridge-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fac72ad253f909347bc_sticky%2520mango.png,,,,,"36c Shad Thames, London SE1 2YE, UK",51.5034669,-0.0731303,k8P7zOB2Jb,Pan-Asian menu with a £15 children's bento box. Cash not accepted. Another location at Waterloo. 📸 Sticky Mango,https://maps.app.goo.gl/N94qq4CWzisHXAzR6,66e40cc9c4c832bf39ffbbfe,https://thenugget.app/template/location/sticky-mango-tower-bridge-london-england
Flesh & Buns Covent Garden,Flesh & Buns Covent Garden,41 Earlham Street,London,England,WC2H 9LX,GB,0 20 3019 3492,,https://www.fleshandbuns.com/restaurants/covent-garden/,1,"High chair, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-22:00,12:00-22:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-21:00,Europe/London,,FALSE,flesh-buns-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8facfd4d5b193e66302f_flesh%2520and%2520buns%2520CG.jpeg,,,,,"41 Earlham St, London WC2H 9LX, UK",51.5140027,-0.1256805,MJbZPjQXJX,"Japanese Izakaya restaurant with small and large plates and sushi. Located in a basement, only accessible by a staircase. If a high chair is needed, request in the booking. Cash not accepted. Another location at Oxford Circus. 📸 Flesh and Buns",https://maps.app.goo.gl/LgeuCfKtyB8Qs85D7,66e40cca4bbe52ae3ba48d01,https://thenugget.app/template/location/flesh-buns-covent-garden-london-england
Ippudo Goodge Street,Ippudo Goodge Street,40 Goodge Street,London,England,W1T 2QP,GB,0 20 3422 3940,,https://stores.ippudo.com/en_gb/UK004,1,"Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-21:30,12:00-21:30,12:00-20:00,Europe/London,,FALSE,ippudo-goodge-street-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66ebf8c825a739f8d70c8031_ippudo%2520goodge%2520street.webp,,,,,"40 Goodge St, London W1T 2QP, UK",51.5196062,-0.1354555,wpZng5K2pA,"Delicious ramen, buns, curry, donburi and appetisers with a menu sure to please the kids too; 4 locations in London. Cash not accepted. 📸 Ippudo",https://maps.app.goo.gl/tNA63VJthCb7Q3R98,66e40ccca875d76188ceff66,https://thenugget.app/template/location/ippudo-goodge-street-london-england
The Lord Tredegar,The Lord Tredegar,50 Lichfield Road,London,England,E3 5AL,GB,020 8983 0130,,http://www.thelordtredegar.co.uk/,1,"High chair, Baby change in women's room, Outdoor seating, Playground nearby, Small sharing plates, Vegetarian, Vegan, Dairy Free, Gluten free, Cosy, Relaxed, Buzzy, Good for groups, Friendly staff, Healthy",,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,12:00-22:00,12:00-20:00,Europe/London,,FALSE,the-lord-tredegar-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66faa133097d22d846ec5f6a_IMG_8350%25202.jpeg,,,,,"50 Lichfield Rd, London E3 5AL, UK",51.5283429,-0.0334869,y8GDax2rpr,"Cosy pub with British mains, burgers, and small plates, perfect for multi-generational celebrations. Delicious Sunday Roast. Cosy front pub area that opens to extended naturally lit back room and a large beer garden.",https://g.co/kgs/tZWnTfd,66e40ccce3c54c66a4bb80d0,https://thenugget.app/template/location/the-lord-tredegar-london-england
Sartori - Italian Restaurant & Pizzeria,Sartori - Italian Restaurant & Pizzeria,15 Great Newport Street,London,England,WC2H 7JE,GB,0 20 7836 6308,,https://www.sartorirestaurant.com/,1,"High chair, Baby change in women's room, Small sharing plates, Vegetarian, Vegan, Cosy, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,12:00-23:00,12:00-23:00,Europe/London,,FALSE,sartori-italian-restaurant-pizzeria-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fae2caa58ab195493a6_Screenshot%25202024-09-16%2520at%252010.06.08%25E2%2580%25AFPM.png,,,,,"15 Great Newport St, London WC2H 7JE, UK",51.5118006,-0.1280284,ZJWZlbja40,"Neapolitan wood-fired pizza and Southern Italian cuisine including pasta, meat, and fish. 📸 Sartori",https://maps.app.goo.gl/kChvkEi3igcf8Kti6,66e40cceea819c6c8ff0efbf,https://thenugget.app/template/location/sartori-italian-restaurant-pizzeria-london-england
Tavolino Bar & Kitchen,Tavolino Bar & Kitchen,2 More London Place,London,England,SE1 2RR,GB,0 20 8194 1037,,https://www.tavolino.co.uk/wp-content/uploads/2023/01/Tavolino-kids-menu-Jan-2023-WEB.pdf,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:00,Europe/London,,FALSE,tavolino-bar-kitchen-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66ebf8ca97e01ddef0040c31_tavolino.webp,,,,,"2 More London Pl, London SE1 2RR, UK",51.5054128,-0.0801616,w8VBgP7B8a,"Italian restaurant split across two floors with an outdoor terrace and panoramic views of Tower Bridge. 2 course kids meal for £8.50, including pasta or pizza and soft serve ice cream. 📸 Tavolino",https://maps.app.goo.gl/2LCzRDkwmYqEzbTw6,66e40ccfb3feac1215e5e06f,https://thenugget.app/template/location/tavolino-bar-kitchen-london-england
Padella Borough Market,Padella Borough Market,6 Southwark Street,London,England,SE1 1TQ,GB,,,http://padella.co/,1,"High chair, Baby change in women's room, Wheelchair access, Outdoor seating, Small sharing plates, Cosy, Relaxed, Good for groups, Dog friendly, Friendly staff, Quick service, A/C",,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-21:30,Europe/London,,FALSE,padella-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fb10c2cea7c0165aa4b_padella%2520borough.png,,,,,"6 Southwark St, London SE1 1TQ, UK",51.5051655,-0.0899202,LJykDEylpl,"Delicious pastas, great for sharing. Join the queue in person and via the Dojo app. Combine with a day out at Borough Market. Additional location in Shoreditch. 📸 Padella",https://maps.app.goo.gl/RtD3m5z1yvXwkVG9A,66e40cd0b72f9ee32d93e1e7,https://thenugget.app/template/location/padella-london-england
